wav	words	duration
sarawak-06-5.wav	kitak muak juak student kitak da nganta gambar apa semua kitak tauk sik student kamek kamek rasa seminggu duak minggu dah sik da ngagak kamek apa last nya tek eh tauk sik kitak last yang kamek nahan nya dari pukul lapan pagi sampe kol enam setengah petang eh	12.55
sarawak-06-6.wav	jerak	0.44
sarawak-06-7.wav	jerak nya ngan kamek tauk sik kitak sik ada nya ngagak kamek agik kamek nyuroh nya polah graf kamek nyuruh ny polah graf lah pakey nangga nak-nak dos respon ya nak	10.2
sarawak-06-8.wav	aok	0.49
sarawak-06-9.wav	mestilah kita mok test dolok sik lah semestinya kita perlu ada sigek complete data yang kitak boleh sigek graf jak pun nak sik maok nya tek kelak eh si kelak nak sorang ya akan complain kelak nya madah ngan kamek nak pegi nak ea kamek nak apa nama ha exam	17.65
sarawak-06-10.wav	aok nak exam lah nak apa lah kelak markah sik bagus kita juak kenak	4.57
sarawak-06-11.wav	tapi masalah nya terung asam ya mahal juak kesian juak kamek nangga nya molah crude sekali lagik aa undenatured agik	5.8
sarawak-06-12.wav	polah gik	0.52
sarawak-06-13.wav	polah baru kamek sikmok makey nak lamak kamek sik duli polah baru sidaknya	4.25
sarawak-06-14.wav	mun kitak dapat alcohol nok baru riya nak makey nok baru ya jak teruslah	3.48
sarawak-06-15.wav	sik sebab untuk mengurangkan risiko kita sik pat apa-apa nak benda kamek ya sik akan dapat diulang pun	8.63
sarawak-06-16.wav	aok	0.37
sarawak-06-17.wav	nok kamek ya boleh diulang sikda juak hal	1.36
sarawak-06-18.wav	kitak sikda masalah beratus ratus kali bejuta juta disc kitak nak engkah pun sik kisah nak yalah risiko kita nak makei benda benda idup nak yalah bak kata coordinator yang kau pegi bunuh haiwan apahal sama jak makey benda lain dipolah tapi kita tok bidangnya pharmacology dah giney lah nak molah	18.86
sarawak-06-19.wav	nang kitak mun sik makey tikus	1.49
sarawak-06-20.wav	giney lah	0.88
sarawak-06-21.wav	lah dapat	0.55
sarawak-06-22.wav	aok lah nya macam ada sik kitak nangga artikel sigek artikel dalam siney kamek sik tauk juak ada dalam kkm kkm mpun website	7.67
sarawak-06-23.wav	aok	0.26
sarawak-06-24.wav	nya madah penggunaan misai kucing ataupun apa-apa natural produk yang berlebihan akan boleh menyebabkan kemudaratan atau kematian ya lah macam ya sebenarnya kes nok acute toxicity bah	12.32
sarawak-06-25.wav	aok ya lah	0.83
sarawak-06-26.wav	aaa	0.39
sarawak-06-27.wav	bukan misai kucing jak semua benda pun mun dah berlebihan	3.12
sarawak-06-28.wav	yerr lalu di repost oleh orang tek madah tek natural produk sik bagus	6.06
sarawak-06-29.wav	aiyaiyai	1.07
sarawak-06-30.wav	aih sik nya tauk benda ya apa nak	2.01
sarawak-06-31.wav	aok	0.47
sarawak-06-32.wav	ya tauk nya madah okay kkm madah jangan makan misai kucing	4.39
sarawak-06-33.wav	aok	0.81
sarawak-06-34.wav	bukan aku nyuruh kau makan misai kucing kinek kinek ya makan sampe seratus kilo betul sik mati juak tikus ya	5.67
sarawak-06-35.wav	aok diberik banyak	1.69
sarawak-06-36.wav	sik nya tauk morphine ya datang dari siney dari opium flowers ya	5.07
sarawak-06-37.wav	bunga ya	0.65
sarawak-06-38.wav	bunga opium ya haa ya datang dari siney dari natural products juak drugs juak ya kamek pelik pasya student aa macam student dengan kamek nya macam stress gila sampe ke tahap nya madah kamek madah “kitak sikmok ka nama kitak dipublishkan sebab kitak polah benda benda kedak ya ” “aku sik mikey dolok benda benda ya semua” nya madah sebab apa nya stress tek sebab disuruh kamek molah balit molah crude extract balit	26.9
sarawak-06-39.wav	kesian nangga student kitak	2.09
sarawak-06-40.wav	aku maok kitak orang polah ya kelak benda ya kelak benda ya akan aku engkah dalam publish paper aku dan kau sekali madah mek an nya aku sikmok benda ya sik pakey aku ngan benda ya aih ko tauk sik apa cv kamek tanyak kamek madah ngan nya cv ya sebenarnya yalah yang akan dimasukan dalam cv kelak kamek madah ngan nya sekarang tok memang kau sikda rasa tapi bila ko nak polah research doktor ada molah research kamek madah ngan nya so macam aok jak la nya tak tauk sik kitak lepas nya kerja sampe enam petang tek duak ari nya sik turun ke kelas sebab nya penat penat gila nak	30.49
sarawak-06-41.wav	penat gilak sebab sehari hari molah kerja makmal	2.97
sarawak-06-42.wav	bukan nya membunuh tikus pun	1.32
sarawak-06-43.wav	aok	0.33
sarawak-06-44.wav	nya datang nangga nak ct rolling jak nangga contraction jak	2.84
sarawak-06-45.wav	aok	0.32
sarawak-06-46.wav	yang sebenar benar polah kerja ya sapa si lab ya lah	3.8
sarawak-06-47.wav	aa mlt	1.55
sarawak-06-48.wav	orang lab lah yang molah tapi sikda juak kamek nanggga orang ya tersungkur	3.84
sarawak-06-49.wav	tapi student kamek bagus koh kamek nangga dakya dilab petang tok daknya dilab tek kata sidak nya kol tiga setengah	5.37
sarawak-06-50.wav	sebab sidak bingung sikda finding sebab ya sidak bingung nya macam rasa ingin nak molah ingin nak molah	5.52
sarawak-06-51.wav	tapi bagus nya polah macam ya	1.71
sarawak-06-52.wav	eh sik dahal biarlah nya nya mikey dikpun	1.94
sarawak-06-53.wav	sampe nya dapat finding dimaoknya mun sikda finding ne lah nak molah	3.24
sarawak-06-54.wav	yalah apa boleh buat ko conclude kedak ya jak lah	2.24
sarawak-06-55.wav	dah nama kata tok makey	2.07
sarawak-06-56.wav	natural produk	0.66
sarawak-06-57.wav	aok natural produk mun ada ada mun sikda effect sikda asal ada molah jak	5.43
sarawak-06-58.wav	yalah namanya kita preliminary kata orang nak aduh eh panama ya tek nak ea research orang lain kamek nangga camne oh	9.58
sarawak-06-59.wav	aduh student rami lam lab tangga mek	2.08
sarawak-06-60.wav	cam anna nangga kamek ya allah banyak na plates student ya molah banyak na polah oh	4.97
sarawak-06-61.wav	banyak nya molah agar plate makey bakteria	2.77
sarawak-06-62.wav	apa sebenarnya macam kitak ka	1.8
sarawak-06-63.wav	siktauk sik eh bukan nya sik da makey natural produk kamek siktauk kamek ada klaka ngan student daknya macam madah daknya engkah dalam serbuk cuci mulut ka aok macam ya nok makey kumur mulut ya nangga kuman ne boleh mati dengan which one dengan nak ne sigek kamek rasa lah tapi kamek siktauk lah anna pun ka sapa pun ka	22.35
sarawak-06-64.wav	ooooh duhal	1.92
sarawak-06-65.wav	macam macam juak lah dipolah daknya ada sigek kumpulan agik kamek nangga nya gambik apa nama tek air apa nama tek	10.94
sarawak-06-66.wav	air apa	0.46
sarawak-06-67.wav	air reverse osmosis machine eh	1.64
sarawak-06-68.wav	oh ya	0.48
sarawak-06-69.wav	nya kumpul semua air tempat ya nya mok check	3.33
sarawak-06-70.wav	adui bukannya selamat gilak pun benda benda	3.88
sarawak-06-71.wav	yalah	1.13
sarawak-06-72.wav	cam nenek kamek tauk sik ada nak air filter ya nak air ya sik masak pun masak nya baru air nok dalam filter ya masak nya baru nama lah orang tua tek nak	9.05
sarawak-06-73.wav	apalah gunanya difilter	1.32
sarawak-06-74.wav	ndak ku tauk	0.77
sarawak-06-75.wav	sikperlu lah dimasak agik	0.9
sarawak-06-76.wav	aok yalah bukan nya kita dapat menjelaskan ngan nya bahawasanya si filter ya tek teknik tek adalah macam ne	8.76
sarawak-06-77.wav	nya napis bah	1.4
sarawak-06-78.wav	benda ya paling nano mpun	2.43
sarawak-06-79.wav	paling kecik mpun dapat ditapis sebab siklah nya ada gik dalam air ya lagik	4.73
sarawak-06-80.wav	e-coli dapat sik sikpat nak	1.88
sarawak-06-81.wav	semua dapat	0.49
sarawak-06-82.wav	dapat ka	0.57
sarawak-06-83.wav	semua dapat	0.84
sarawak-06-84.wav	oooohhh	0.7
sarawak-06-85.wav	nya nang memang bersih	0.96
sarawak-06-86.wav	leptospirosis	0.94
sarawak-06-87.wav	mun ya sik dapat maksudnya air ya perlu dimasak	3.58
sarawak-06-88.wav	aok mena mena	1.09
sarawak-06-89.wav	mun air ya sikperlu dimasak ya maksudnya ya dah napis semua	2.92
sarawak-06-90.wav	minum air ultrafilter jak kita smua nak sepuluh ribu eh	2.9
sarawak-06-91.wav	ya bisak sel badan lah	1.62
sarawak-06-92.wav	mampus kita terung asam kamek kamek rasa dalam duak minggu gik lah nunggu azhar datang mesti nak nunggu orang datang lok	10.58
sarawak-06-93.wav	aok	0.38
sarawak-06-94.wav	sik dapat banyak gilak machine ya dipakey susah aiee	3.24
sarawak-06-95.wav	perlu arap sidak sidak juak	1.59
sarawak-06-96.wav	zul kamek bingung sebab sidaknya sikdatang menanyak kamek dan kamek takut sidaknya sikdapat nak menganalisis ya kamek dah madah beberapa kali dah daknya sik baca pun apa artikel yang kamek suruh baca	12.09
sarawak-06-97.wav	camne lah sidaknya nak analyze ya kelak oh	1.96
sarawak-06-98.wav	kamek bingung juak zul susah mek ngan tahap ya macam kelak kamek yang akan mati- kelak kita duak yang akan gila dan kamek akan membawak kitak sekali menggilalah sikda orang lain yang kamek mintak tolong kecuali kitak tapi yalatek apalah guna kita molah master then polah benda camya sebelum tok sama juak nak	20.77
sarawak-06-99.wav	sama juak	0.69
sarawak-06-100.wav	at least kita boleh publish dah kelak adalah satu paper dalam taun tok mun orang sikmok publish paper kita kita mintaklah duit dari unimas	7.03
sarawak-06-101.wav	aok	0.43
sarawak-06-102.wav	unimas kan boleh berik duit dengan dekat hindawi orang lain boleh mintak kita pun boleh mintak betul sik betul sik kita guna apa kelebihan unimas ada betul sik	9.67
sarawak-06-103.wav	nya nang maok berik sukati jak ka	1.35
sarawak-06-104.wav	boleh bukanlah nya berik sukati maksud mek kita hantar tapi hindawi tok adalah jenis tempat yang kita boleh publish asal kita ada duit bayar kitak faham sik and nya impact tinggi sebab tok kluar duit mun kitak sikda duit sorry nya sikda publish kitak walau hebat kedak ne camyalah nya mesti ada duit seribu setengah sigek	22.2
sarawak-06-105.wav	seribu setengah sigek oh	1.05
sarawak-06-106.wav	aok kinek siktauk gik lah tapi kamek rasa senang jak pakey kitak kamek rasa	3.31
sarawak-06-107.wav	yalah	0.54
sarawak-06-108.wav	kitak dah disitok bah so at least kitak boleh pegi publish kitak mpun kamek ada disiya and kamek ada kamek mpun kitak disiya camya bah	9.05
sarawak-06-109.wav	boleh jak kita mintak nak ada jak tempat nya lain lain bah	2.39
sarawak-06-110.wav	aok yalah yalah macam nok terong asam ya nak mou sidak agriculture ya	5.72
sarawak-06-111.wav	aok	0.28
sarawak-06-112.wav	tadik ada nya mesej kamek nya reply mesej kamek lah nya madah nya dah berik ngan mr lawrence lawrence nak ngan kitak ya ka	5.59
sarawak-06-113.wav	aok mr lawrence nok laki ya	1.86
sarawak-06-114.wav	“aa kelak aku tanyak ngan bos lah nya dah forward ngan mr lau” so okaylah should be okay lah	6.82
sarawak-06-115.wav	sik lamak gik lah harap	0.85
sarawak-06-116.wav	aok harap berjayalah nok ohh lela pun tauk kita tengah bekerja dalam hal ya	6.0
sarawak-06-117.wav	aok	0.47
sarawak-06-118.wav	ada juak benda yang kita polah macam jangan lah orang madah kita tok siktauk apa apa nak	3.83
sarawak-06-119.wav	yalah	0.46
sarawak-06-120.wav	at least research kita okay berjalan	3.1
sarawak-06-121.wav	bingung juak kamek mikey hal research tok	2.86
sarawak-06-122.wav	yalah research kita tapi yalah kita makan masa lamak lah bukannya research kita research yang bodo bodo	6.55
sarawak-06-123.wav	aok	0.43
sarawak-06-124.wav	semua perlu lab mpun work bah	3.26
sarawak-06-125.wav	nasib bait ada student kira student ya tek sambil polah projek daknya nak kita tek dapat juak nangga macam ne	6.99
sarawak-06-126.wav	yalah gunanya student yalah kita perlu menggunakan student	3.2
sarawak-07-1.wav	zul kitak ada download sik once upon a time	3.82
sarawak-07-2.wav	aaa nak baru ka ada	1.9
sarawak-07-3.wav	aih kamek dah sik tauk sigek ne kamek dah nangga dan belom nangga dalam	4.26
sarawak-07-4.wav	aih yalah kitak sik nakya kamek ada apps pakey mek madah episode ne kamek dh nangga nakne belom	5.37
sarawak-07-5.wav	kamek bukan champion kamek bukan champion apps apps ni yalah kamek sik tauk so once upon a time anak kamek mok nangga bah once upon a time ya cerita nak kinek tok apa nama ya tek once upon yang nakya ya bah yang kamek nangga nya show ny show nya makey baju frozen eh	19.19
sarawak-07-6.wav	oooh	1.06
sarawak-07-7.wav	nak nya duak anna ngan elsa aok ya apa ya sebenarnya	4.61
sarawak-07-8.wav	aih si kisah sidak frozen lah kitak mesti ada nangga katon frozen ya nak	4.2
sarawak-07-9.wav	tapi sik sama pun kamek sik faham nak benda yang sihir nak pompuan baju itam ya pabenda	4.84
sarawak-07-10.wav	ya kamek madah nok dolok ya daripada	2.67
sarawak-07-11.wav	berapa siri dah sebenarnya	1.96
sarawak-07-12.wav	dah empat taun crita ya	1.27
sarawak-07-13.wav	oh yaka kamek macam kamek	1.66
sarawak-07-14.wav	empat taun ka tiga taun sik	1.83
sarawak-07-15.wav	best ka zul crita ya zul	1.82
sarawak-07-16.wav	best juak lah nya macam dolok dolok nya ada kisah dak sidak wicked witch lah dak ahli sihir	7.92
sarawak-07-17.wav	aok	0.56
sarawak-07-18.wav	pas kinek tok tek nya tek ekot frozen ya ne ndak mbiak lalu gila juak	4.21
sarawak-07-19.wav	kenak lah nak makey baju itam ya nya madah nya dah jadi bait	3.27
sarawak-07-20.wav	aok dah jadi bait nya	1.29
sarawak-07-21.wav	sebab	0.3
sarawak-07-22.wav	waktu nya musim pertama dengan yang keduak dolok nya jaik yang ketiga ya okay bah nya dah jadi bait	6.03
sarawak-07-23.wav	yang orang laki ya yang nya madah nya suka orang laki ya pa benda nak marrianne ya bini nya laki nya sapa	7.83
sarawak-07-24.wav	aie laki nya ya lah robin hood ya kan nya dari zaman dolok juak mbak ke sia	5.67
sarawak-07-25.wav	oh robin hood nya bercinta ngan robin hood ya	1.92
sarawak-07-26.wav	aok	0.23
sarawak-07-27.wav	tapi robin hood ya ada gerek nama marrianne marrianne ya bini nya kinek tok	4.31
sarawak-07-28.wav	aok bini nya dari zaman ya tek	2.81
sarawak-07-29.wav	jadi giney lah	1.8
sarawak-07-30.wav	yalah sik tauk juak apa kesudahan nya nya madah riya macam nya tandah nya ngan bini nya jak ka	6.36
sarawak-07-31.wav	oohh	1.34
sarawak-07-32.wav	kitak dah nangga episode ya riya	1.71
sarawak-07-33.wav	erm sik sure apa nama ya tek kamek sik faham gilak sebenarnya crita nak once upon a time sebab nak ceritanya nya ada berselit dengan crita nak sidak witch ya	11.87
sarawak-07-34.wav	cerita daripada nak lamak lamak dolok juak	2.11
sarawak-07-35.wav	yalah kamek sik faham tapi macam costume ya kacak lah tek macam menarik perhatian kamek lah aok tapi sebenarnya pokok cerita bukannya sik faham pun apa dipadah sidaknya aa apa nama once upon a time apa gik yang kitak ada	15.79
sarawak-07-36.wav	um cerita lain mun crita makey anak-anak tak	4.43
sarawak-07-37.wav	aok aok kamek maok pakey anak	2.07
sarawak-07-38.wav	cerita nembiak kamek sik banyak gilak kamek apa juak suka nangga dakya bah	3.32
sarawak-07-39.wav	kitak tauk sik yang kitak berik kamek nak siri apa benda ya tek siri nak ya tek nak nya vergin ya nak vergin ya	10.24
sarawak-07-40.wav	oh gen ya ka	1.22
sarawak-07-41.wav	genvergin	0.78
sarawak-07-42.wav	aaaa	0.72
sarawak-07-43.wav	tapi kamek rasa benda ya sik sesuai untuk ditangga anak kamek lah sebab tiba tiba nya macam kissing bercium cium ne lah boleh dak mbiak nangga nak walaupun nya madah nya nutup mata tapi takut juak lah terpengaruh tv nak	13.98
sarawak-07-44.wav	hmm	0.35
sarawak-07-45.wav	tapi kamek nangga setakat ne gik oh kamek nangga setakat nya bunting kamek sik faham kenak orang laki ya maok anak ya	8.68
sarawak-07-46.wav	sebab nya handle anak nya sebenarnya	2.22
sarawak-07-47.wav	sik kenak nya maok ngan ompuan ya	1.77
sarawak-07-48.wav	sebab nya pernah jumpa ompuan ya dolok waktu nya waktu nya gik zaman umur nya belasan taun	6.67
sarawak-07-49.wav	oooo	1.04
sarawak-07-50.wav	sidaknya pernah berjumpa sekali ompuan ya ya tek nya macam ya tek nya macam ada spark ngan ompuan ya tek macam da suka sebenarnya	6.25
sarawak-07-51.wav	oooo lepas ya tek	2.26
sarawak-07-52.wav	cun juak ompuan ya tek lalu tek cam maok jak lah	3.58
sarawak-07-53.wav	nya maok in-vitro ya tek apahal nya maok ngan ompuan nak sikok ya apa kaitan nya ngan doctor ya	5.84
sarawak-07-54.wav	oh doctor oh dokter ya kakak kepada orang laki ya	4.54
sarawak-07-55.wav	ooh pasya kenak la nya macam manas-manas hari ya apahal	3.7
sarawak-07-56.wav	nya tek tengah emosi kelaie ngan gerek nya	3.84
sarawak-07-57.wav	oooo	1.15
sarawak-07-58.wav	nya tek terengkah in-vitro salah orang	2.92
sarawak-07-59.wav	kasya kenak lah ngan ompuan yang maok in-vitro ya	3.88
sarawak-07-60.wav	bini kepada laki ya	1.24
sarawak-07-61.wav	ooh okay kenak apa mati pucuk ka apa	3.0
sarawak-07-62.wav	sikda orang laki ya nya cancer	2.73
sarawak-07-63.wav	oh tedah bini nya cancer kenak sikdapat seperti biasa	3.56
sarawak-07-64.wav	siktauk siktauk juak eh nama cerita dipolah macam ya	3.38
sarawak-07-65.wav	pelik oh macam kedak mati pucuk tok jak	2.5
sarawak-07-66.wav	sik nya macam dah disimpan awal dah dalam liquid nitrogen	5.03
sarawak-07-67.wav	oooo	1.1
sarawak-07-68.wav	simpan awal pakey untuk nya	2.51
sarawak-07-69.wav	kan nak pompuan ya ada gen nya ada gerek	3.52
sarawak-07-70.wav	aok ada dah putus dah bah	1.62
sarawak-07-71.wav	hah putus dah ka crita ya apahal nya putus	2.94
sarawak-07-72.wav	sebab nya ngan orang laki ya lah kan nya mengandung ngan laki ya dolok	4.31
sarawak-07-73.wav	so nya bersama ngan orang laki ya lah	2.48
sarawak-07-74.wav	mmm sik	0.54
sarawak-07-75.wav	bercinta	0.7
sarawak-07-76.wav	bercintalah	1.07
sarawak-07-77.wav	oh tedah alulah tek sik nak ka alu nya propose ea ada sik kitak nangga daknya melamar eeh cara nya melamar eh	7.45
sarawak-07-78.wav	yalah kitak tangga lah agik penghujung agik	1.68
sarawak-07-79.wav	sik masalah nya kamek sik dapat nangga anak kamek nya sik boleh nangga benda benda macam ya	6.57
sarawak-07-80.wav	so tunggulah nya tido lok	1.15
sarawak-07-81.wav	mami dirumah nak mbukak tv ceritanya melayu jak dah la boring eh kamek nak nangga cerita siri ya apa gik siri apa yang kitak ada gik	9.21
sarawak-07-82.wav	ne da apa gik nakya lom ada riya nak the strange ya	3.56
sarawak-07-83.wav	nak the stran- oh ya kamek dah nangga	2.32
sarawak-07-84.wav	aa baruk abis season satu belom ada season duak gik taun tok kali	2.95
sarawak-07-85.wav	oooo	0.85
sarawak-07-86.wav	ya di diat	0.55
sarawak-07-87.wav	yang baru baru apa kinek tok apa yang keluar dah habis dah nakya dak thanksgiving ya apa semua dah habis	5.23
sarawak-07-88.wav	sikda gik eh belum agik	1.83
sarawak-07-89.wav	project runaway	1.7
sarawak-07-90.wav	ya all-star jak ya ya masih ya masih all-star nak kamek dah berik ngan kitak	5.25
sarawak-07-91.wav	ya jak lah sikda yang dah updated ka	2.09
sarawak-07-92.wav	ada sigek gik kamek rasa minggu ya tek dak bertanding molah baju ya	5.95
sarawak-07-93.wav	baju apa	1.04
sarawak-07-94.wav	aieh nya molah baju apa oh oh polah baju top dengan seluar lah separately	7.16
sarawak-07-95.wav	ooh ah separately tapi nya bersambung	2.97
sarawak-07-96.wav	nya boleh dipakey ngan barang-barang lain aa nang macam ya lah	3.54
sarawak-07-97.wav	kamek suka juak nangga crita camya	2.32
sarawak-07-98.wav	rilek rilek k nangga bah	1.51
sarawak-07-99.wav	aih doraemon ya best	1.46
sarawak-07-100.wav	kamek lom nangga gik doraemon ya	1.15
sarawak-07-101.wav	ya allah ceritanya sangat best tauk sik kitak audah ngan syarifah nangis nangga cerita doraemon ya	4.01
sarawak-07-102.wav	aie tauk reti juak	1.98
sarawak-07-103.wav	aok best cerita ya akhirnya doraemon ya nya meninggalkan nakya nya meninggalkan nobita	9.26
sarawak-07-104.wav	apahal	0.45
sarawak-07-105.wav	masa depan nya tek nak doraemon meninggalkan nobita sedihlah tapi akhirnya tek disebabkan nya nangga masa depan nak doraemon kembali sampe nya akan besa kelak	10.98
sarawak-07-106.wav	ohh	0.7
sarawak-07-107.wav	aaa	0.78
sarawak-07-108.wav	alu sikla naknya nangis sebenarnya tek	1.8
sarawak-07-109.wav	ha	0.47
sarawak-07-110.wav	sikda la nya ilang sebenarnya tek	1.75
sarawak-07-111.wav	nya boleh menukar masa menuka takdir lah sebab nya dah melihat takdir sebelum tuk nya akan kawin dengan sizuka aih	8.91
sarawak-07-112.wav	aih	0.57
sarawak-07-113.wav	kamek belom gik nangga kelak lah kamek nangga mun mek ada masa	3.48
sarawak-07-114.wav	aa cerita katon lain cerita katon nok gemok ada ka sik nok warna merah ya	4.98
sarawak-07-115.wav	gemok merah and warna putih cerita nak yang dipolah sidak frozen juak eh bah	5.9
sarawak-07-116.wav	big hero	1.13
sarawak-07-117.wav	ada sik kitak	0.82
sarawak-07-118.wav	belom ada gik kamek koh bukan tak nangga wayang ya kah	3.13
sarawak-07-119.wav	kamek nak nangga wayang ne da kamek nangga wayang	2.69
sarawak-07-120.wav	apalah nak nangga wayang riya crita ya kamek dengar rami orang madah crita ya best	3.83
sarawak-07-121.wav	oh yaka carik lok ngan kamek kitak carik lah ngan kamek	3.2
sarawak-07-122.wav	kelak lah kamek coba nangga ada ka sik kamek rasa belom ada gik blue ray nya	4.99
sarawak-07-123.wav	eh perlu ka mok carik blue ray tangga biasa biasa jak lah	2.64
sarawak-07-124.wav	kelak lah kitak maok nok high quality	1.13
sarawak-07-125.wav	eh perlu ka semua benda ya pakey nangga jak pun	5.14
sarawak-07-126.wav	hmm perlu juak lah mun kamek sik puas hati kamek nangga gambar nok sik terang ya nok cetak rompak ambik dari wayang ya kita mesti beli yang original ok	9.78
sarawak-07-127.wav	survivor	1.18
sarawak-07-128.wav	ya sikda gik dah nunggu	1.51
sarawak-07-129.wav	dah habis dah oh	0.57
sarawak-07-130.wav	dah habis dah	1.15
sarawak-07-131.wav	hmm	0.58
sarawak-07-132.wav	apa gik nak dicerita nangga jak muvi soh anak kitak nangga movie	5.61
sarawak-07-133.wav	movie apa	1.27
sarawak-07-134.wav	movie lah astro banyak eh	1.48
sarawak-07-135.wav	nak fox family ya ka	1.06
sarawak-07-136.wav	haa	0.47
sarawak-07-137.wav	semua benda dah ditangga nya dak trolly pabenda motorolly nak cerita	4.2
sarawak-07-138.wav	rattatouille	1.23
sarawak-07-139.wav	ratatouille nak tikus eh	3.12
sarawak-07-140.wav	aok	0.34
sarawak-07-141.wav	nya sup nangga cerita ya tadik nya nangga cerita ya alu sik nangis nya nak ngekot kamek ke kerja tadik bah	3.76
sarawak-07-142.wav	pasang nok camya ya jak lah ngan nya pakey nyuruh nya lekat rumah nangga tv	5.43
sarawak-07-143.wav	masalah nya mun mummy nya ada sikpat nya nangga siri apa pun sikdapat di diat	3.88
sarawak-07-144.wav	yalah	0.47
sarawak-07-145.wav	oleh orang tua ya	0.81
sarawak-07-146.wav	ari lusak mummy balit nak	1.34
sarawak-07-147.wav	nya siri apa tok cinta ibadah ha kol lima cinta ibadah nya cerita melayu cerita nok dua ratus siri ya	6.68
sarawak-07-148.wav	aok ya bila nak abis crita ya dua ratus siri ya aduhh	4.96
sarawak-07-149.wav	kol lima tok cerita ya kelak malam cerita apa gik kah cerita tv satu tv dua semua didiat semua nok pakey diat	6.84
sarawak-07-150.wav	bagus siboh nangga astro mun dah nangga channel ya	2.39
sarawak-07-151.wav	tapi mummy dirumah astro enjoy jak nak rupa kamek tok enjoy nak astro nak benda benda astro ya tapi sik dapat nak nangga seluruh benda	9.69
sarawak-07-152.wav	hmm	0.54
sarawak-07-153.wav	haih apa nama cerita aih kitak ada nangga lala umm masa lunch hour ya	8.8
sarawak-07-154.wav	oh ya cerita vampire ya	2.52
sarawak-07-155.wav	best ka	0.34
sarawak-07-156.wav	kitak nangga cerita ya	0.85
sarawak-07-157.wav	best sik	0.68
sarawak-07-158.wav	dah jaoh gilak dah sampe musim ke-6 dah kitak sik dapat kitak nak ngekot dari	5.36
sarawak-07-159.wav	beriklah kamek episode pertama boleh sik	2.04
sarawak-07-160.wav	ne ada nyimpan agik pun dah enam taun lepas	3.29
sarawak-07-161.wav	kamek suka cerita angel ya bah angel vampire ya ne tauk ada gik baru sikda ka zul	4.47
sarawak-07-162.wav	sikda ney da pelakon pun dah tua	2.46
sarawak-07-163.wav	mena ka tapi cerita ya best kenak kamek sup gilak nangga cerita ya oh	4.13
sarawak-07-164.wav	ne kamek tauk zaman ne kitak suka nangga	2.13
sarawak-07-165.wav	zaman teenager tek nak zaman gik gik gik apa angkat dara kata orang	6.52
sarawak-07-166.wav	cuba nangga crita	1.2
